species,clonality
Goodenia neglecta,0
Goodenia neogoodenia,0
Goodenia nigrescens,0
Goodenia nuda,0
Goodenia occidentalis,0
Goodenia ochracea,1
Goodenia odonnellii,0
Goodenia ovata,0
Goodenia pallida,0
Goodenia paludicola,0
Goodenia paniculata,0
Goodenia pascua,0
Goodenia peacockiana,0
Goodenia perryi,0
Goodenia phillipsiae,0
Goodenia pilosa,0
Goodenia pinifolia,0
Goodenia pinnatifida,0
Goodenia porphyrea,0
Goodenia potamica,0
Goodenia prostrata,0
Goodenia pterigosperma,0
Goodenia pulchella,0
Goodenia pumilio,1
Goodenia purpurascens,0
Goodenia purpurea,0
Goodenia pusilla,1
Goodenia pusilliflora,0
Goodenia quadrifida,0
Goodenia quadrilocularis,0
Goodenia quasilibera,0
Goodenia racemosa,0
Goodenia ramelii,0
Goodenia redacta,0
Goodenia robusta,0
Goodenia rostrivalvis,0
Goodenia rotundifolia,0
Goodenia rupestris,0
Goodenia saccata,0
Goodenia salmoniana,0
Goodenia scaevolina,0
Goodenia scapigera,0
Goodenia schwerinensis,0
Goodenia sepalosa,0
Goodenia sericostachya,0
Goodenia stellata,0
Goodenia stelligera,0
Goodenia stenophylla,0
Goodenia stephensonii,0
Goodenia stirlingii,0
Goodenia stobbsiana,0
Goodenia strangfordii,0
Goodenia subauriculata,0
Goodenia suffrutescens,0
Goodenia symonii,0
Goodenia tenuiloba,0
Goodenia trichophylla,0
Goodenia triodiophila,0
Goodenia tripartita,0
Goodenia varia,0
Goodenia vernicosa,0
Goodenia vilmorinae,0
Goodenia virgata,0
Goodenia viridula,0
Goodenia viscida,0
Goodenia viscidula,0
Goodenia watsonii,0
Goodenia willisiana,0
Goodenia wilunensis,0
Goodenia xanthosperma,0
Goodenia xanthotricha,0
Grevillea acacioides,0
Grevillea acanthifolia,0
Grevillea acerata,0
Grevillea acrobotrya,0
Grevillea acropogon,0
Grevillea acuaria,0
Grevillea adenotricha,0
Grevillea agrifolia,0
Grevillea albiflora,0
Grevillea alpina,0
Grevillea alpivaga,0
Grevillea althoferorum,0
Grevillea amplexans,0
Grevillea anethifolia,1
Grevillea aneura,0
Grevillea angulata,0
Grevillea annulifera,0
Grevillea aquifolium,0
Grevillea arenaria,0
Grevillea argyrophylla,0
Grevillea armigera,0
Grevillea asparagoides,0
Grevillea aspera,0
Grevillea aspleniifolia,0
Grevillea asteriscosa,0
Grevillea aurea,0
Grevillea australis,0
Grevillea baileyana,0
Grevillea banksii,0
Grevillea banyabba,0
Grevillea barklyana,0
Grevillea batrachioides,0
Grevillea baueri,0
Grevillea baxteri,0
Grevillea beadleana,0
Grevillea beardiana,0
Grevillea bedggoodiana,0
Grevillea benthamiana,0
Grevillea berryana,1
Grevillea biformis,0
Grevillea bipinnatifida,0
Grevillea biternata,0
Grevillea brachystachya,0
Grevillea brachystylis,0
Grevillea bracteosa,0
Grevillea brevifolia,0
Grevillea brevis,0
Grevillea bronwenae,0
Grevillea buxifolia,0
Grevillea byrnesii,0
Grevillea cagiana,0
Grevillea calcicola,0
Grevillea caleyi,0
Grevillea calliantha,0
Grevillea candelabroides,0
Grevillea candicans,0
Grevillea candolleana,0
Grevillea capitellata,0
Grevillea celata,0
Grevillea centristigma,0
Grevillea ceratocarpa,0
Grevillea cheilocarpa,0
Grevillea christinae,0
Grevillea chrysophaea,0
Grevillea cirsiifolia,0
Grevillea coccinea,0
Grevillea commutata,0
Grevillea concinna,0
Grevillea confertifolia,0
Grevillea coriacea,0
Grevillea corrugata,0
Grevillea costata,0
Grevillea crassifolia,0
Grevillea cravenii,0
Grevillea crithmifolia,0
Grevillea crowleyae,0
Grevillea cunninghamii,0
Grevillea curviloba,0
Grevillea cyranostigma,0
Grevillea decipiens,0
Grevillea decora,0
Grevillea decurrens,0
Grevillea deflexa,0
Grevillea delta,0
Grevillea depauperata,0
Grevillea didymobotrya,0
Grevillea dielsiana,0
Grevillea diffusa,0
Grevillea dimidiata,0
Grevillea diminuta,0
Grevillea dimorpha,0
Grevillea disjuncta,0
Grevillea dissecta,0
Grevillea divaricata,0
Grevillea diversifolia,0
Grevillea dolichopoda,0
Grevillea donaldiana,0
Grevillea drummondii,0
Grevillea dryandri,0
Grevillea dryandroides,1
Grevillea dryophylla,0
Grevillea dunlopii,0
Grevillea elongata,0
Grevillea endlicheriana,0
Grevillea epicroca,0
Grevillea erectiloba,0
Grevillea eremophila,0
Grevillea erinacea,0
Grevillea eriobotrya,0
Grevillea eriostachya,0
Grevillea eryngioides,0
Grevillea erythroclada,0
Grevillea evanescens,0
Grevillea evansiana,0
Grevillea excelsior,0
Grevillea exposita,0
Grevillea extorris,0
Grevillea fasciculata,0
Grevillea fastigiata,0
Grevillea fililoba,0
Grevillea fistulosa,0
Grevillea flexuosa,0
Grevillea floribunda,0
Grevillea florida,0
Grevillea floripendula,0
Grevillea formosa,0
Grevillea fulgens,0
Grevillea fuscolutea,0
Grevillea gariwerdensis,0
Grevillea georgeana,0
Grevillea glabrescens,0
Grevillea glauca,0
Grevillea globosa,0
Grevillea glossadenia,0
Grevillea goodii,1
Grevillea gordoniana,0
Grevillea granulifera,0
Grevillea granulosa,0
Grevillea guthrieana,0
Grevillea hakeoides,0
Grevillea halmaturina,0
Grevillea haplantha,0
Grevillea heliosperma,0
Grevillea helmsiae,0
Grevillea hilliana,0
Grevillea hirtella,0
Grevillea hockingsii,0
Grevillea hodgei,0
Grevillea hookeriana,0
Grevillea huegelii,0
Grevillea humifusa,0
Grevillea humilis,0
Grevillea iaspicula,0
Grevillea ilicifolia,0
Grevillea imberbis,0
Grevillea inconspicua,0
Grevillea incrassata,0
Grevillea incurva,0
Grevillea infecunda,1
Grevillea infundibularis,0
Grevillea insignis,0
Grevillea integrifolia,0
Grevillea intricata,0
Grevillea involucrata,0
Grevillea irrasa,0
Grevillea jephcottii,0
Grevillea johnsonii,0
Grevillea juncifolia,0
Grevillea juniperina,0
Grevillea kedumbensis,0
Grevillea kenneallyi,0
Grevillea kennedyana,0
Grevillea lanigera,0
Grevillea latifolia,0
Grevillea laurifolia,1
Grevillea lavandulacea,0
Grevillea leiophylla,0
Grevillea leptobotrys,0
Grevillea leptopoda,0
Grevillea leucoclada,0
Grevillea leucopteris,0
Grevillea levis,0
Grevillea linearifolia,0
Grevillea linsmithii,0
Grevillea lissopleura,0
Grevillea longicuspis,0
Grevillea longifolia,0
Grevillea longistyla,1
Grevillea lullfitzii,0
Grevillea macleayana,0
Grevillea maherae,0
Grevillea makinsonii,0
Grevillea manglesii,0
Grevillea manglesioides,0
Grevillea marriottii,0
Grevillea masonii,0
Grevillea maxwellii,0
Grevillea mccutcheonii,0
Grevillea metamorpha,0
Grevillea micrantha,0
Grevillea microstegia,0
Grevillea microstyla,0
Grevillea mimosoides,0
Grevillea miniata,0
Grevillea minutiflora,0
Grevillea miqueliana,0
Grevillea mollis,0
Grevillea molyneuxii,0
Grevillea monslacana,0
Grevillea montana,0
Grevillea monticola,0
Grevillea montis-cole,0
Grevillea mucronulata,0
Grevillea muelleri,0
Grevillea murex,0
Grevillea muricata,0
Grevillea myosodes,0
Grevillea nana,0
Grevillea nematophylla,0
Grevillea neurophylla,0
Grevillea newbeyi,1
Grevillea nudiflora,0
Grevillea obliquistigma,0
Grevillea obtecta,0
Grevillea obtusiflora,0
Grevillea obtusifolia,0
Grevillea occidentalis,0
Grevillea oldei,0
Grevillea oleoides,0
Grevillea oligantha,0
Grevillea oligomera,0
Grevillea olivacea,0
Grevillea oncogyne,1
Grevillea oxyantha,0
Grevillea pachylostyla,0
Grevillea paniculata,0
Grevillea papillosa,0
Grevillea paradoxa,0
Grevillea parallela,0
Grevillea parallelinervis,0
Grevillea parviflora,0
Grevillea parvula,0
Grevillea patentiloba,0
Grevillea patulifolia,0
Grevillea pauciflora,0
Grevillea pectinata,0
Grevillea petrophiloides,0
Grevillea phanerophlebia,0
Grevillea phillipsiana,0
Grevillea phylicoides,0
Grevillea pilosa,0
Grevillea pilulifera,0
Grevillea pimeleoides,0
Grevillea pinaster,0
Grevillea pinifolia,0
Grevillea pityophylla,0
Grevillea pluricaulis,1
Grevillea plurijuga,0
Grevillea polyacida,0
Grevillea polybotrya,0
Grevillea polybractea,0
Grevillea prasina,0
Grevillea preissii,0
Grevillea prominens,0
Grevillea prostrata,1
Grevillea psilantha,0
Grevillea pteridifolia,0
Grevillea pterosperma,0
Grevillea pulchella,0
Grevillea punctata,0
Grevillea pungens,0
Grevillea pyramidalis,0
Grevillea pythara,1
Grevillea quadricauda,0
Grevillea quercifolia,0
Grevillea quinquenervis,0
Grevillea ramosissima,1
Grevillea rara,0
Grevillea raybrownii,0
Grevillea refracta,0
Grevillea renwickiana,1
Grevillea repens,1
Grevillea reptans,0
Grevillea rhizomatosa,0
Grevillea rhyolitica,0
Grevillea rigida,0
Grevillea ripicola,0
Grevillea rivularis,0
Grevillea robusta,0
Grevillea rogersoniana,1
Grevillea rosieri,0
Grevillea rosmarinifolia,0
Grevillea roycei,0
Grevillea rubicunda,0
Grevillea rudis,0
Grevillea saccata,0
Grevillea sarissa,0
Grevillea scabra,0
Grevillea scabrida,0
Grevillea scapigera,0
Grevillea scortechinii,0
Grevillea secunda,0
Grevillea sericea,0
Grevillea sessilis,0
Grevillea shiressii,0
Grevillea shuttleworthiana,0
Grevillea singuliflora,0
Grevillea sparsiflora,0
Grevillea speciosa,0
Grevillea sphacelata,0
Grevillea spinosa,0
Grevillea spinosissima,0
Grevillea steiglitziana,0
Grevillea stenobotrya,0
Grevillea stenogyne,0
Grevillea stenomera,1
Grevillea stenostachya,0
Grevillea striata,0
Grevillea subterlineata,0
Grevillea subtiliflora,0
Grevillea sulcata,0
Grevillea synapheae,0
Grevillea tenuiflora,0
Grevillea tenuiloba,0
Grevillea teretifolia,0
Grevillea tetragonoloba,0
Grevillea tetrapleura,0
Grevillea thelemanniana,0
Grevillea thyrsoides,0
Grevillea trachytheca,0
Grevillea treueriana,0
Grevillea trifida,0
Grevillea triloba,0
Grevillea tripartita,0
Grevillea triternata,0
Grevillea umbellulata,0
Grevillea uncinulata,0
Grevillea uniformis,0
Grevillea variifolia,0
Grevillea velutinella,0
Grevillea venusta,0
Grevillea versicolor,0
Grevillea vestita,1
Grevillea victoriae,0
Grevillea virgata,0
Grevillea viridiflava,1
Grevillea whiteana,0
Grevillea wickhamii,0
Grevillea wilkinsonii,0
Grevillea williamsonii,0
Grevillea willisii,0
Grevillea wilsonii,0
Grevillea wiradjuri,0
Grevillea wittweri,0
Grevillea xiphoidea,0
Grevillea yorkrakinensis,0
Grevillea zygoloba,0
Guioa acutifolia,0
Guioa crenifoliola,0
Guioa lasioneura,0
Guioa montana,0
Guioa semiglauca,0
Gunnera cordifolia,1
Gymnostoma australianum,0
Gyrocarpus americanus,0
Haemodorum austroqueenslandicum,0
Haemodorum brevicaule,0
Haemodorum brevisepalum,0
Haemodorum coccineum,0
Haemodorum corymbosum,0
Haemodorum discolor,0
Haemodorum distichophyllum,0
Haemodorum ensifolium,0
Haemodorum gracile,0
Haemodorum laxum,0
Haemodorum loratum,0
Haemodorum paniculatum,0
Haemodorum parviflorum,0
Haemodorum planifolium,0
Haemodorum simplex,0
Haemodorum simulans,0
Haemodorum sparsiflorum,0
Haemodorum spicatum,0
Haemodorum tenuifolium,0
Haemodorum venosum,0
Hakea actites,1
Hakea aculeata,1
Hakea acuminata,0
Hakea adnata,0
Hakea aenigma,1
Hakea ambigua,0
Hakea amplexicaulis,1
Hakea anadenia,1
Hakea arborescens,0
Hakea archaeoides,1
Hakea auriculata,1
Hakea bakeriana,1
Hakea baxteri,0
Hakea bicornata,1
Hakea brachyptera,0
Hakea brownii,1
Hakea bucculenta,0
Hakea candolleana,1
Hakea carinata,0
Hakea ceratophylla,1
Hakea chordophylla,1
Hakea cinerea,1
Hakea circumalata,0
Hakea clavata,1
Hakea collina,0
Hakea commutata,1
Hakea conchifolia,1
Hakea constablei,0
Hakea corymbosa,0
Hakea costata,0
Hakea cristata,1
Hakea cucullata,0
Hakea cyclocarpa,1
Hakea cycloptera,0
Hakea cygna,0
Hakea dactyloides,0
Hakea decurrens,1
Hakea denticulata,0
Hakea divaricata,0
Hakea dohertyi,0
Hakea drupacea,0
Hakea ednieana,1
Hakea elliptica,0
Hakea eneabba,1
Hakea epiglottis,0
Hakea erecta,0
Hakea eriantha,1
Hakea erinacea,0
Hakea eyreana,0
Hakea falcata,0
Hakea ferruginea,0
Hakea flabellifolia,1
Hakea florida,0
Hakea florulenta,1
Hakea francisiana,0
Hakea fraseri,1
Hakea gibbosa,0
Hakea gilbertii,0
Hakea grammatophylla,0
Hakea hastata,0
Hakea hookeriana,0
Hakea horrida,0
Hakea ilicifolia,0
Hakea incrassata,1
Hakea invaginata,0
Hakea ivoryi,1
Hakea kippistiana,1
Hakea laevipes,1
Hakea lasiantha,0
Hakea lasianthoides,0
Hakea lasiocarpha,0
Hakea laurina,0
Hakea lehmanniana,0
Hakea leucoptera,0
Hakea linearis,0
Hakea lissocarpha,0
Hakea lissosperma,0
Hakea longiflora,1
Hakea loranthifolia,0
Hakea lorea,1
Hakea maconochieana,0
Hakea macraeana,0
Hakea macrocarpa,0
Hakea macrorrhyncha,0
Hakea marginata,0
Hakea megadenia,0
Hakea megalosperma,1
Hakea meisneriana,0
Hakea microcarpa,0
Hakea minyma,0
Hakea mitchellii,0
Hakea multilineata,0
Hakea myrtoides,1
Hakea neurophylla,0
Hakea newbeyana,0
Hakea nitida,0
Hakea nodosa,0
Hakea obliqua,0
Hakea obtusa,0
Hakea ochroptera,0
Hakea oldfieldii,0
Hakea oleifolia,0
Hakea orthorrhyncha,1
Hakea pachyphylla,0
Hakea pandanicarpa,0
Hakea pedunculata,0
Hakea pendens,0
Hakea persiehana,0
Hakea petiolaris,0
Hakea platysperma,0
Hakea plurinervia,0
Hakea polyanthema,0
Hakea preissii,0
Hakea pritzelii,0
Hakea propinqua,0
Hakea prostrata,1
Hakea psilorrhyncha,0
Hakea pulvinifera,1
Hakea purpurea,0
Hakea pycnoneura,0
Hakea recurva,0
Hakea repullulans,1
Hakea rhombales,1
Hakea rigida,0
Hakea rostrata,1
Hakea rugosa,0
Hakea ruscifolia,1
Hakea salicifolia,0
Hakea scoparia,0
Hakea sericea,0
Hakea smilacifolia,0
Hakea spathulata,1
Hakea standleyensis,0
Hakea stenocarpa,0
Hakea stenophylla,0
Hakea strumosa,0
Hakea subsulcata,0
Hakea sulcata,0
Hakea tephrosperma,0
Hakea teretifolia,0
Hakea trifurcata,0
Hakea trineura,0
Hakea tuberculata,0
Hakea ulicina,0
Hakea undulata,0
Hakea varia,1
Hakea verrucosa,0
Hakea victoria,0
Hakea vittata,1
Haloragis aculeolata,0
Haloragis acutangula,0
Haloragis aspera,1
Haloragis brownii,1
Haloragis digyna,0
Haloragis dura,1
Haloragis eichleri,1
Haloragis exalata,0
Haloragis eyreana,1
Haloragis foliosa,0
Haloragis glauca,1
Haloragis gossei,0
Haloragis hamata,0
Haloragis heterophylla,1
Haloragis myriocarpa,0
Haloragis odontocarpa,0
Haloragis platycarpa,0
Haloragis scoparia,0
Haloragis serra,1
Haloragis stricta,0
Haloragis tenuifolia,1
Haloragis trigonocarpa,0
Haloragis uncatipila,0
Haloragodendron baeuerlenii,0
Haloragodendron glandulosum,0
Haloragodendron lucasii,0
Haloragodendron monospermum,0
Haloragodendron racemosum,0
Hanguana malayana,0
Haplostichanthus fruticosus,0
Haplostichanthus johnsonii,0
Haplostichanthus ramiflorus,0
Haplostichanthus rufescens,0
Haplostichanthus submontanus,0
Harpullia alata,0
Harpullia arborea,0
Harpullia frutescens,0
Harpullia hillii,0
Harpullia leichhardtii,0
Harpullia pendula,0
Harpullia ramiflora,0
Harpullia rhyticarpa,0
Harrisonia brownii,0
Hedraianthera porphyropetala,0
Hedycarya angustifolia,0
Hedycarya loxocarya,0
Helicia australasica,0
Helicia blakei,0
Helicia ferruginea,0
Helicia glabriflora,0
Helicia grayi,0
Helicia lamingtoniana,0
Helicia lewisensis,0
Helicia nortoniana,0
Helicia recurva,0
Helmholtzia acorifolia,0
Helmholtzia glaberrima,0
Hemmantia webbii,0
Hensmania chapmanii,1
Hensmania stoniella,0
Hensmania turbinata,1
Hernandia albiflora,0
Hernandia bivalvis,0
Hernandia nymphaeifolia,0
Herpolirion novae-zelandiae,1
Heterodendrum diversifolium,0
Heterodendrum oleifolium,0
Heterodendrum pubescens,0
Heterodendrum tropicum,0
Hexaspora pubescens,0
Hicksbeachia pilosa,0
Hicksbeachia pinnatifolia,0
Hippocratea barbata,0
Hodgsoniola junciformis,1
Hollandaea riparia,0
Hollandaea sayeriana,0
Hornstedtia scottiana,0
Horsfieldia australiana,0
Hydatella australis,1
Hydatella dioica,1
Hydatella filamentosa,1
Hydatella leptogyne,1
Hypoxis arillacea,0
Hypoxis exilis,1
Hypoxis gardneri,1
Hypoxis glabella,1
Hypoxis hygrometrica,1
Hypoxis marginata,1
Hypoxis nervosa,1
Hypoxis occidentalis,1
Hypoxis pratensis,1
Hypoxis vaginata,1
Hypserpa decumbens,0
Hypserpa laurina,0
Hypserpa smilacifolia,0
Hypsophila dielsiana,0
Hypsophila halleyana,0
Idiospermum australiense,0
Ilex arnhemensis,0
Intsia bijuga,0
Iphigenia indica,0
Irvingbaileya australis,0
Isophysis tasmanica,0
Isopogon adenanthoides,0
Isopogon alcicornis,1
Isopogon anemonifolius,0
Isopogon anethifolius,0
Isopogon asper,0
Isopogon attenuatus,1
Isopogon axillaris,0
Isopogon baxteri,0
Isopogon buxifolius,0
Isopogon ceratophyllus,0
Isopogon crithmifolius,0
Isopogon cuneatus,0
Isopogon dawsonii,0
Isopogon divergens,0
Isopogon dubius,0
Isopogon fletcheri,0
Isopogon formosus,0
Isopogon gardneri,0
Isopogon heterophyllus,0
Isopogon inconspicuus,0
Isopogon latifolius,0
Isopogon linearis,0
Isopogon longifolius,0
Isopogon mnoraifolius,0
Isopogon petiolaris,0
Isopogon polycephalus,0
Isopogon prostratus,0
Isopogon scabriusculus,0
Isopogon sphaerocephalus,0
Isopogon teretifolius,0
Isopogon tridens,0
Isopogon trilobus,0
Isopogon uncinatus,1
Isopogon villosus,1
Jagera discolor,0
Jagera javanica,0
Jagera pseudorhus,0
Jedda multicaulis,0
Johnsonia acaulis,0
Johnsonia inconspicua,0
Johnsonia lupulina,0
Johnsonia pubescens,0
Johnsonia teretifolia,0
Kelleria dieffenbachii,1
Kelleria laxa,0
Kingia australis,1
Korthalsella breviarticulata,0
Korthalsella grayi,0
Korthalsella leucothrix,0
Korthalsella papuana,0
Korthalsella rubra,0
Kuntheria pedunculata,1
Labichea brassii,0
Labichea buettneriana,0
Labichea cassioides,0
Labichea deserticola,0
Labichea digitata,0
Labichea eremaea,0
Labichea lanceolata,0
Labichea nitida,0
Labichea obtrullata,0
Labichea punctata,0
Labichea rupestris,0
Labichea saxicola,0
Labichea stellata,0
Labichea teretifolia,0
Lagarostrobos franklinii,0
Lagerstroemia archeriana,0
Lambertia echinata,0
Lambertia ericifolia,0
Lambertia fairallii,0
Lambertia formosa,1
Lambertia ilicifolia,0
Lambertia inermis,0
Lambertia multiflora,1
Lambertia orbifolia,0
Lambertia rariflora,0
Lambertia uniflora,0
Laportea interrupta,0
Laxmannia arida,0
Laxmannia brachyphylla,1
Laxmannia compacta,0
Laxmannia gracilis,0
Laxmannia grandiflora,1
Laxmannia jamesii,1
Laxmannia minor,1
Laxmannia omnifertilis,1
Laxmannia orientalis,1
Laxmannia paleacea,1
Laxmannia ramosa,0
Laxmannia sessiliflora,0
Laxmannia squarrosa,1
Lechenaultia acutiloba,1
Lechenaultia aphylla,0
Lechenaultia biloba,1
Lechenaultia brevifolia,1
Lechenaultia chlorantha,1
Lechenaultia divaricata,0
Lechenaultia expansa,0
Lechenaultia filiformis,0
Lechenaultia floribunda,0
Lechenaultia formosa,1
Lechenaultia heteromera,0
Lechenaultia hirsuta,0
Lechenaultia juncea,0
Lechenaultia laricina,1
Lechenaultia linarioides,1
Lechenaultia longiloba,1
Lechenaultia lutescens,0
Lechenaultia macrantha,0
Lechenaultia ovata,0
Lechenaultia papillata,0
Lechenaultia pulvinaris,0
Lechenaultia stenosepala,1
Lechenaultia striata,0
Lechenaultia subcymosa,0
Lechenaultia superba,0
Lechenaultia tubiflora,1
Legnephora moorei,0
Lepiderema hirsuta,0
Lepiderema ixiocarpa,0
Lepiderema largiflorens,0
Lepiderema pulchella,0
Lepiderema punctulata,0
Lepiderema sericolignis,0
Lepidopetalum subdichotomum,0
Lepidozamia hopei,0
Lepidozamia peroffskyana,0
Lepisanthes rubiginosa,0
Leptomeria acida,0
Leptomeria aphylla,0
Leptomeria axillaris,0
Leptomeria cunninghamii,0
Leptomeria dielsiana,0
Leptomeria drupacea,0
Leptomeria empetriformis,0
Leptomeria ericoides,0
Leptomeria glomerata,0
Leptomeria obovata,0
Leptomeria pachyclada,0
Leptomeria pauciflora,0
Leptomeria penduliflora,0
Leptomeria preissiana,0
Leptomeria scrobiculata,0
Leptomeria spinosa,0
Leptomeria squarrulosa,0
Lethedon setosa,0
Levieria acuminata,0
Libertia paniculata,1
Libertia pulchella,1
Lindera queenslandica,0
Litsea australis,0
Litsea bennettii,0
Litsea bindoniana,0
Litsea breviumbellata,0
Litsea connorsii,0
Litsea fawcettiana,0
Litsea glutinosa,0
Litsea granitica,0
Litsea leefeana,0
Litsea macrophylla,0
Litsea reticulata,0
Lomandra banksii,0
Lomandra bracteata,0
Lomandra brevis,0
Lomandra brittanii,0
Lomandra caespitosa,0
Lomandra collina,1
Lomandra confertifolia,0
Lomandra cylindrica,1
Lomandra densiflora,1
Lomandra drummondii,1
Lomandra effusa,1
Lomandra elongata,1
Lomandra fibrata,1
Lomandra filiformis,1
Lomandra fluviatilis,1
Lomandra glauca,1
Lomandra gracilis,0
Lomandra hastilis,0
Lomandra hermaphrodita,0
Lomandra hystrix,1
Lomandra integra,0
Lomandra juncea,1
Lomandra laxa,0
Lomandra leucocephala,1
Lomandra longifolia,1
Lomandra maritima,1
Lomandra micrantha,1
Lomandra montana,1
Lomandra mucronata,1
Lomandra multiflora,0
Lomandra nana,0
Lomandra nigricans,0
Lomandra nutans,0
Lomandra obliqua,0
Lomandra odora,0
Lomandra ordii,0
Lomandra patens,0
Lomandra pauciflora,0
Lomandra preissii,0
Lomandra purpurea,1
Lomandra rigida,1
Lomandra rupestris,0
Lomandra sericea,0
Lomandra sonderi,0
Lomandra sororia,0
Lomandra spartea,0
Lomandra spicata,1
Lomandra suaveolens,0
Lomandra teres,0
Lomandra tropica,0
Lomatia arborescens,0
Lomatia fraseri,0
Lomatia fraxinifolia,0
Lomatia ilicifolia,1
Lomatia myricoides,0
Lomatia polymorpha,0
Lomatia silaifolia,1
Lomatia tasmanica,0
Lomatia tinctoria,1
Lophopetalum arnhemicum,0
Ludwigia adscendens,1
Ludwigia hyssopifolia,0
Ludwigia octovalvis,0
Ludwigia perennis,0
Lumnitzera littorea,0
Lumnitzera racemosa,0
Lysiana casuarinae,0
Lysiana exocarpi,0
Lysiana filifolia,0
Lysiana linearifolia,0
Lysiana maritima,0
Lysiana murrayi,0
Lysiana spathulata,0
Lysiana subfalcata,0
Lythrum hyssopifolia,0
Lythrum junceum,1
Lythrum paradoxum,0
Lythrum salicaria,0
Lythrum wilsonii,0
Macadamia claudiensis,0
Macadamia grandis,0
Macadamia integrifolia,0
Macadamia jansenii,0
Macadamia ternifolia,0
Macadamia tetraphylla,0
Macadamia whelanii,0
Macgregoria racemigera,0
Maclura cochinchinensis,0
Macropidia fuliginosa,0
Macropteranthes fitzalanii,0
Macropteranthes kekwickii,0
Macropteranthes leichhardtii,0
Macropteranthes montana,0
Macrozamia cardiacensis,0
Macrozamia communis,0
Macrozamia concinna,0
Macrozamia conferta,0
Macrozamia cranei,0
Macrozamia crassifolia,0
Macrozamia diplomera,0
Macrozamia douglasii,0
Macrozamia dyeri,0
Macrozamia elegans,0
Macrozamia fawcettii,0
Macrozamia fearnsidei,0
Macrozamia flexuosa,0
Macrozamia fraseri,0
Macrozamia glaucophylla,0
Macrozamia heteromera,0
Macrozamia humilis,0
Macrozamia johnsonii,0
Macrozamia lomandroides,0
Macrozamia longispina,0
Macrozamia lucida,0
Macrozamia macdonnellii,0
Macrozamia miquelii,0
Macrozamia montana,0
Macrozamia moorei,0
Macrozamia mountperriensis,0
Macrozamia occidua,0
Macrozamia parcifolia,0
Macrozamia pauli-guilielmi,0
Macrozamia platyrhachis,0
Macrozamia plurinervia,0
Macrozamia polymorpha,0
Macrozamia reducta,0
Macrozamia riedlei,0
Macrozamia secunda,0
Macrozamia spiralis,0
Macrozamia stenomera,0
Macrozamia viridis,0
Maniltoa lenticellata,0
Maytenus bilocularis,0
Maytenus cunninghamii,0
Maytenus disperma,0
Maytenus emarginata,0
Maytenus fasciculiflora,0
Maytenus ferdinandi,0
Maytenus silvestris,0
Medinilla balls-headleyi,0
Megahertzia amplexicaulis,0
Meiogyne cylindrocarpa,0
Meiogyne hirsuta,0
Meiogyne stenopetala,0
Meiogyne verrucosa,0
Melastoma affine,0
Melodorum crassipetalum,0
Melodorum leichhardtii,0
Melodorum rupestre,0
Melodorum scabridulum,0
Melodorum topazensis,0
Melodorum uhrii,0
Melodorum unguiculatum,0
Memecylon arnhemensis,0
Memecylon hylandii,0
Meziella trifida,0
Microcachrys tetragona,0
Microstrobos fitzgeraldii,0
Microstrobos niphophilus,0
Miliusa brahei,0
Miliusa horsfieldii,0
Miliusa traceyi,0
Milligania densiflora,0
Milligania johnstonii,1
Milligania lindoniana,0
Milligania longifolia,0
Milligania stylosa,0
Mischocarpus albescens,0
Mischocarpus anodontus,0
Mischocarpus australis,0
Mischocarpus exangulatus,0
Mischocarpus grandissimus,0
Mischocarpus lachnocarpus,0
Mischocarpus macrocarpus,0
Mischocarpus pyriformis,0
Mischocarpus stipitatus,0
Mitrella tiwiensis,0
Mitrephora diversifolia,0
Molineria capitulata,0
Monochoria australasica,0
Monochoria cyanea,0
Monochoria hastata,0
Monochoria vaginalis,0
Muellerina bidwillii,0
Muellerina celastroides,0
Muellerina eucalyptoides,0
Muellerina myrtifolia,0
Murchisonia fragrans,1
Murchisonia volubilis,1
Musa banksii,1
Musa fitzalanii,0
Musa jackeyi,0
Musgravea heterophylla,0
Musgravea stenostachya,0
Myosurus australis,0
Myriophyllum alpinum,0
Myriophyllum amphibium,1
Myriophyllum austropygmaeum,1
Myriophyllum balladoniense,0
Myriophyllum callitrichoides,0
Myriophyllum caput-medusae,0
Myriophyllum coronatum,1
Myriophyllum costatum,0
Myriophyllum crispatum,0
Myriophyllum decussatum,1
Myriophyllum dicoccum,0
Myriophyllum drummondii,0
Myriophyllum echinatum,0
Myriophyllum filiforme,1
Myriophyllum glomeratum,0
Myriophyllum gracile,0
Myriophyllum implicatum,1
Myriophyllum integrifolium,0
Myriophyllum latifolium,0
Myriophyllum limnophilum,0
Myriophyllum lophatum,1
Myriophyllum muelleri,0
Myriophyllum muricatum,0
Myriophyllum papillosum,0
Myriophyllum pedunculatum,1
Myriophyllum petraeum,0
Myriophyllum porcatum,0
Myriophyllum salsugineum,0
Myriophyllum simulans,0
Myriophyllum striatum,1
Myriophyllum tillaeoides,0
Myriophyllum trachycarpum,0
Myriophyllum triphyllum,0
Myriophyllum variifolium,0
Myriophyllum verrucosum,0
Myristica insipida,0
Nelumbo nucifera,0
Neoastelia spectabilis,0
Neolitsea australiensis,0
Neolitsea brassii,0
Neolitsea dealbata,0
Neorites kevediana,0
Neostrearia fleckeri,0
Neptunia amplexicaulis,0
Neptunia dimorphantha,0
Neptunia gracilis,0
Neptunia major,0
Neptunia monosperma,0
Nesaea arnhemica,0
